ID,ID_numeric,Date_measured,Color,Color_numeric,Cyme_length,flowers_per_day,Flowers_buds_on_cymepeduncle, Cor_Length,Cor_tissue_Length, Cor_Width,Anther_stigma_position, Nectar_volume_mm, Style_Length,Sterility,after_noon,Notes
451,451,2/10/2015,w,0,14.6,9,1,25.7,29.8,21.4,0,0,16.1,,,
451,451,2/18/2015,w,0,19,1,2,24.6,28.9,19.8,0,0.6,15.2,,,
452,452,10/6/2014,p,1,22,1,2,26.4,31.8,22.2,0,3.9,14.9,,,
452,452,10/22/2014,p,1,20.6,3,1,25.5,30.1,20.9,0,2,15.8,,,
452,452,10/27/2014,p,1,28.7,1,2,25.1,30.2,22.4,0,3.3,15.2,,,
452,452,10/30/2014,p,1,29.3,1,2,24.2,28.7,20,0,1.4,13.7,,,
452,452,11/14/2014,p,1,13.4,5,2,22.1,25.7,16.5,0,0,13.1,,,
453,453,11/4/2014,p,1,16.7,1,1,27.5,30.6,20.4,0,1.9,15.2,,,
454,454,10/3/2014,p,1,21.6,1,1,28.5,32.6,24.8,0,1.9,16.7,,,
454,454,10/6/2014,p,1,20,1,1,26.8,32,25,0,0,14.8,,,
454,454,10/22/2014,p,1,22.6,1,1,27.2,31.7,24,0,0,16.1,,,
454,454,11/7/2014,p,1,17.3,2,1,26.6,31.2,23.6,0,0,15.6,,,
454,454,11/9/2014,p,1,14.1,3,1,24.3,27.6,20.5,0,0,15.2,,,
455,455,8/15/2014,p,1,23.2,1,3,26.2,29.8,21.1,0,0,13.9,,,flower grew bentish
455,455,9/4/2014,p,1,22.8,1,1,26.3,30.8,21.5,0,3.5,14.4,,,
455,455,10/17/2014,p,1,34.8,1,2,24.3,29.2,22.4,-0.5,0,13.1,,,
455,455,10/20/2014,p,1,24.8,1,2,26.1,30.3,23.5,0,1.3,14.1,,,
455,455,10/28/2014,p,1,23.6,1,2,25.9,29.4,19.4,0,1.1,13.2,,,
456,456,8/20/2014,p,1,41.6,1,1,28.2,33.1,21.6,0,1,16.2,,,
456,456,8/29/2014,p,1,19.5,1,1,26.7,31.6,21.2,0,0,15.6,,,
456,456,9/7/2014,p,1,20.2,2,1,26.5,30.3,19.8,0,1.8,15.2,,,
456,456,9/9/2014,p,1,17.4,3,1,26.6,29.7,20,0,0,14.6,,,
456,456,9/30/2014,p,1,15.9,1,1,28.5,32.4,21.9,0,0.8,15.3,,,
456,456,10/18/2014,p,1,21.2,1,1,27,31.7,21.9,0,0,15.2,,,w throat
457,457,9/28/2014,p,1,15.5,2,1,27.8,29.4,15,0,0.7,15,,,
457,457,2/5/2015,p,1,12.6,1,2,27.9,28.7,14,0,0.7,15.5,,,
457,457,2/18/2015,p,1,18.5,1,2,26.6,29.4,15.7,0,0,15.3,,,
458,458,8/31/2014,p,1,27.1,1,2,26.4,30.3,22.7,0,0,14.3,,,
458,458,9/8/2014,p,1,17.8,2,1,24.3,27.42,20.8,0,0,,,,
458,458,9/10/2014,p,1,19.1,1,1,24.8,27.8,18.6,0,0,11.8,,,
458,458,11/14/2014,p,1,18,5,2,24.4,28.9,20.1,0,0.9,14.2,,,
458,458,12/3/2014,p,1,12.1,1,1,26.1,27.7,14.4,0,0,13,,,"flower v closed
"
459,459,10/18/2014,p,1,18.5,2,1,25.9,30.7,23.5,0,4.7,17.7,,,
459,459,2/5/2015,p,1,19.2,1,1,29.3,32.8,22.8,0,3.2,18,,,
459,459,2/6/2015,p,1,16.2,1,1,28.6,32.2,22.6,0,0,17.4,,,
460,460,8/20/2014,p,1,22.6,3,1,28.7,31.1,21.2,0,0,16.3,,,
460,460,8/21/2014,p,1,24,3,1,28.5,33.1,21.1,0,3.1,16.2,,,
460,460,8/23/2014,p,1,23.2,1,2,29.9,33.4,24.9,0,3.4,17.3,,,
461,461,2/4/2015,w,0,39.8,2,2,28.6,33.6,23.6,0,1.1,16.5,,,
461,461,2/6/2015,w,0,23.4,2,1,27.5,32.4,23.2,0,0.9,15.5,,,
461,461,3/17/2015,w,0,20.5,2,2,25.3,30.9,23,0,0,14.5,,,
462,462,9/10/2014,p,1,15.8,2,1,23.2,26,18.8,0,0,14.3,,,
462,462,11/12/2014,p,1,14.2,1,1,23,26,16.4,0,0,13.2,,,
464,464,9/5/2014,p,1,22.5,1,2,27.5,33.7,24.1,0,0,16,,,
464,464,9/7/2014,p,1,25.3,1,1,27.5,32.6,23.9,0,0,17,,,
464,464,2/19/2015,p,1,16,1,1,28,31.5,22.8,0,1.5,15.5,,,
465,465,8/1/2014,p,1,22.1,1,1,22.6,28.2,19.8,0,0,15,,,
465,465,9/7/2014,p,1,32.8,1,3,27.4,29.7,20.8,0,1.9,15.8,,,
465,465,2/18/2015,p,1,18.5,1,1,24.8,28.9,19.7,0,0,15.8,,,
469,469,2/18/2015,w,0,15.5,1,1,24.1,29,19.4,0,1.5,14.8,,,
472,472,9/3/2014,w,0,16.2,1,1,27.4,31.3,20.6,0,0.8,16.4,,,
472,472,9/4/2014,w,0,23.7,1,1,28.2,32.4,21.2,0,0,17,,,
472,472,11/12/2014,w,0,14.7,1,1,27,30.9,20.7,0,0,15.3,,,
472,472,3/17/2015,w,0,13.8,1,1,26.9,29.7,20.3,0,0,14.3,,,
473,473,2/6/2015,p,1,31.8,1,2,27.6,31.1,19.3,0,3.6,14.5,,,
474,474,2/19/2015,p,1,14.4,1,1,27,30.5,22,0,0,17.1,,,
475,475,2/10/2015,p,1,15,1,1,25.9,30,21.2,0,0,16.5,,,
475,475,2/18/2015,p,1,18.7,1,2,26.3,30.3,20.2,0,2.3,16.3,,,
479,479,2/17/2015,w,0,10.6,2,1,21.9,25.6,19.6,0,0,13.1,,,
480,480,3/17/2015,p,1,14.7,1,2,27.6,31.7,23.2,0,0,16.2,,,
482,482,12/4/2014,p,1,21.5,1,1,28.3,30.8,18.1,0,6.5,15.1,,,
482,482,2/19/2015,p,1,22.9,1,1,28.3,31.9,20.7,0,0.6,15.5,,,
482,482,3/17/2015,p,1,24.8,3,1,27.8,31.6,22,0,0.8,15.2,,,
483,483,8/20/2014,p,1,18.2,1,1,27.4,30.2,19.4,0,0,16.5,,,
483,483,2/19/2015,p,1,13.5,1,1,24.9,29.4,21.1,0,0.8,15.8,,,
488,488,2/17/2015,p,1,18,4,1,24,27.4,20.7,0,0,14.6,,,
488,488,2/18/2015,p,1,13.4,7,1,23.8,27.9,21.5,0,0,15.3,,,
488,488,2/19/2015,p,1,16.1,1,1,23.2,27.5,21.1,0,0.6,15,,,
490,490,7/26/2014,p,1,19.9,1,1,27,29.5,17.9,0,6.1,13.6,,,
490,490,8/20/2014,p,1,29.5,1,2,30.6,35.2,22.7,0,7,15,,,
490,490,8/29/2014,p,1,26.8,2,1,28.6,33,19.8,0,5.5,15.1,,,
490,490,8/31/2014,p,1,22.4,1,1,27.6,32.5,21.3,0,4.8,14.2,,,
490,490,9/2/2014,p,1,45,2,2,27.3,30.8,18.3,0,3.5,14.5,,,squished
490,490,9/9/2014,p,1,27.5,3,1,27.9,32.6,21.6,0,0.6,15.4,,,
491,491,8/3/2014,w,0,34.8,1,2,31.1,36.3,24.1,0,5.4,16.2,,,
491,491,8/4/2014,w,0,45.4,1,2,30.1,33.5,19.5,0,1.1,16.9,,,
492,492,9/27/2014,p,1,25.8,1,1,26.3,32.7,25.4,0,6.7,16.6,,,
492,492,9/28/2014,p,1,24.3,1,1,28.8,36.1,26.5,0,3.4,18.2,,,
492,492,9/29/2014,p,1,23.8,1,1,30,36,24.9,0,6.6,18.2,,,
492,492,9/30/2014,p,1,23,1,1,30.1,35.5,25.9,0,5.8,17.8,,,
492,492,10/2/2014,p,1,27.3,1,1,32.5,37.6,25.3,0,11.8,18.9,,,
492,492,10/8/2014,p,1,27.5,1,2,30.7,35.7,24.8,0,1,17.3,,,
494,494,10/19/2014,p,1,20.9,1,1,26,30,22.5,1,0,18,,,
494,494,10/20/2014,p,1,22.5,1,1,29.1,33.7,25.3,1,3.3,19.3,,,
494,494,11/4/2014,p,1,29.5,1,1,28.4,31.2,20.7,0.5,0,18,,,
495,495,2/6/2015,p,1,14.6,3,1,23.6,27,17.9,0,0,13.9,,,
495,495,2/18/2015,p,1,9.5,1,1,23.8,27.8,20.4,-0.5,0,13,,,
495,495,3/17/2015,p,1,11.4,1,1,22.2,26.3,18.5,0,0,12.7,,,
496,496,2/18/2015,w,0,15.4,1,1,25.4,28.8,21.7,0,0,15.8,,,
498,498,2/6/2015,p,1,13.2,1,2,25.2,28.1,15.5,0,0,13.6,,,weird stigma - sfs?
499,499,10/18/2014,w,0,35.5,1,1,28,32.1,25.4,0,7.6,16.9,,,
499,499,10/22/2014,w,0,33.1,1,1,29.1,33.6,26.1,0,2.4,17.1,,,
499,499,3/17/2015,w,0,22.2,1,1,27.2,30.8,22.9,0,0,16.1,,,
500,500,8/2/2014,p,1,17,1,2,28,30.5,17.2,0,,16.9,,,
500,500,10/20/2014,p,1,16.4,2,1,29.8,31.3,15.9,0,5,17.5,,,
500,500,10/22/2014,p,1,16,1,1,29.9,32.9,21.7,0,1.7,17.6,,,
500,500,11/7/2014,p,1,17.6,2,1,25.8,29.9,19.2,0,1.7,16.1,,,
500,500,11/12/2014,p,1,15,2,1,28,30.2,17.4,0,0,17.2,,,
501,501,3/4/2015,w,0,16.7,1,2,26.8,30.6,21.7,0,1,14.5,,,
502,502,7/16/2014,p,1,17,1,1,24,,19,0,0,14,,,
502,502,8/20/2014,p,1,19.2,1,1,25.8,30.1,20.4,0,1.7,15.5,,,
502,502,9/28/2014,p,1,9.7,1,1,24.7,30.2,22.5,0,0,14.8,,,w throat
502,502,10/17/2014,p,1,19.5,1,1,27.3,33.2,23.6,0,0.7,16,,,w throat
502,502,10/19/2014,p,1,22.6,2,1,26.1,31.5,22.3,0,0.7,15.3,,,
503,503,10/20/2014,p,1,18.9,1,1,27.8,32.9,23.2,0.5,3.3,17.1,,,
503,503,10/22/2014,p,1,21.4,2,1,29.3,33,18.9,0,7.9,17,,,
503,503,11/14/2014,p,1,17.5,1,1,27.4,32.3,20.9,0,0,15.8,,,
503,503,3/17/2015,p,1,16.2,1,1,25.6,30.1,21.5,0,0,14.4,,,
505,505,10/20/2014,p,1,27.5,1,2,28.2,32.6,22.2,0.5,0,18.1,,,
505,505,10/22/2014,p,1,,1,1,29.6,31,17.7,0.5,1.1,17.2,,,
505,505,11/4/2014,p,1,39.3,1,2,26.4,31.1,20.3,0,0.9,15.8,,,
505,505,11/7/2014,p,1,18.2,1,2,29.9,32.9,18.6,0,0.9,17.5,,,
506,506,8/17/2014,p,1,28.7,1,1,29.2,34.5,26.6,0.5,2.5,19.2,,,
506,506,8/21/2014,p,1,21.4,1,1,27.6,34.5,26.5,0,2.5,18.8,,,
506,506,9/8/2014,p,1,26.1,1,1,27.7,33.3,23.4,0.5,0,18.6,,,
506,506,9/9/2014,p,1,33.2,2,2,28.3,33.3,25.7,0,1.5,18.8,,,
506,506,9/10/2014,p,1,36.4,2,1,31,36.3,27.3,0.5,1.4,19.9,,,
508,508,3/17/2015,p,1,14.8,1,1,25,29.9,21.9,0,7,16.4,,,
CAA,1000,7/9/2014,p,1,15,1,1,31,,20,0,1,18,,,
CAA,1000,7/20/2014,p,1,16,1,1,29,33,21,0,3,19,,,
CAA,1000,7/29/2014,p,1,17.6,1,2,28.9,34.5,26.8,-0.5,6,17.1,,,
CAA,1000,7/31/2014,p,1,17.8,1,2,26.8,31.5,26.2,0,10.6,17.6,,,
CAA,1000,8/4/2014,p,1,21,1,2,30.2,34.4,25.7,0,17.8,17.7,,,really! Numbers right!
CAA,1000,8/4/2014,p,1,16.8,1,1,29.1,32.8,27.1,0,10.9,17.3,,,
CAA,1000,8/16/2014,p,1,25.9,1,1,28.7,33.4,24.8,0,7.8,18.6,,,
CAA,1000,8/23/2014,p,1,35.2,2,2,31,37,29.5,0,15.8,18.7,,,
CAA,1000,9/9/2014,p,1,32,1,2,34.9,39.8,29.7,0,20.4,18.7,,,
CAA,1000,11/6/2014,p,1,13.2,1,1,29.2,36,26.7,0,14.7,16.3,,,
CAA,1000,11/25/2014,p,1,15.7,1,1,28.8,33.1,23.9,0,0,13.7,,,anthers bd
CAA,1000,11/25/2014,p,1,15.8,1,1,30.1,35.1,25.8,0,8.4,16.9,,,
CAA,1000,11/25/2014,p,1,25.2,3,2,34,37.8,25.6,0,19,16.7,,,really!
CAA,1000,11/25/2014,p,1,19.8,1,2,33.7,36.5,24.5,0,0,19.2,,,
CAA,1000,11/28/2014,p,1,25.7,2,1,34,40.4,29.6,0,18.8,17.6,,,
CAA,1000,11/29/2014,p,1,24.4,2,1,31.5,38.1,30.3,0,13.5,17.9,,,
CAA,1000,2/18/2015,p,1,18.5,1,1,31.6,35,24.9,0,9.6,16.9,,,
CL5,1500,11/16/2014,p,1,15,3,1,24.5,28.1,20.7,0,3.6,15.3,,,
CL5,1500,11/17/2014,p,1,14.7,2,1,24.6,28.5,21.4,0,3,15.1,,,
CL5,1500,11/18/2014,p,1,16.7,2,1,24.6,29,21.3,0,4.3,15.8,,,
CL5,1500,11/19/2014,p,1,13.7,1,1,24.2,28.3,20.5,0,2,15.6,,,
CL5,1500,11/24/2014,p,1,17.2,1,1,24.1,26.6,18.3,0,0,15.6,,,
CL5,1500,11/29/2014,p,1,19,2,2,25.3,28.8,20.6,0,6,16.1,,,
LPR,2000,7/27/2014,w,0,10.7,1,1,17.6,19.3,13.1,0,0,10.9,,,
LPR,2000,7/28/2014,w,0,10.5,1,1,17.8,20,13.2,-0.5,0,10,,,
LPR,2000,8/1/2014,w,0,17.4,1,2,19.8,22.4,15.8,-0.5,0,10.8,,,
LPR,2000,8/4/2014,w,0,9.6,1,1,16.9,18.7,13.5,0,0,11,,,
LPR,2000,8/5/2014,w,0,12,1,1,16.3,18.6,14,0,0,11.4,,,
LPR,2000,8/17/2014,w,0,11.4,1,1,20.2,22.5,13.8,0,0,12.1,,,
LPR,2000,11/6/2014,w,0,12.1,1,1,18.4,21.7,13,0,0,10.3,,,
LPR,2000,11/24/2014,w,0,19.2,1,1,19.5,22.7,15.4,0,0,11.7,,,
LPR,2000,11/25/2014,w,0,30.6,1,2,18.9,20.9,13.8,0,0,12,,,
LPR,2000,11/25/2014,w,0,18.5,2,1,18.6,22.2,13.7,0,0,11,,,
LPR,2000,11/25/2014,w,0,15.2,1,1,19.6,21.4,12.5,0,0,11,,,
LPR,2000,11/28/2014,w,0,20.4,1,1,22.3,25.1,17.3,0,0,12.4,,,
LPR,2000,11/29/2014,w,0,18.8,2,1,18.3,19.4,12.5,0,0,10.5,,,
